sana;sanaluokka;taso;aikaleima (dd.mm.yyyy HH:MM:SS)
interactive;3;5;05-01-2022 13:49:40
interface;1;5;15-09-2022 02:10:19
interfere;2;5;30-01-2022 09:22:46
interference;1;5;14-09-2022 00:11:05
interim;3;5;02-07-2022 18:10:02
interior;3;5;27-06-2022 00:08:55
interior;1;5;15-02-2022 01:51:23
intermediate;3;5;10-12-2022 04:03:49
intervene;2;5;18-11-2022 17:50:57
intervention;1;5;25-09-2022 00:33:10
intimate;3;5;05-02-2022 19:57:42
intriguing;3;5;10-10-2022 08:04:41
investigator;1;5;02-10-2022 18:29:33
invisible;3;5;05-07-2022 00:24:28
invoke;2;5;23-10-2022 05:09:27
involvement;1;5;09-11-2022 08:17:26
ironic;3;5;21-08-2022 21:35:25
ironically;4;5;08-08-2022 14:11:22
irony;1;5;15-01-2022 00:44:33
irrelevant;3;5;16-12-2022 20:24:22
isolation;1;5;30-12-2022 12:36:39
judicial;3;5;16-01-2022 22:03:12
junction;1;5;11-07-2022 22:29:27
jurisdiction;1;5;16-03-2022 23:51:10
just;3;5;09-06-2022 20:33:47
justification;1;5;29-04-2022 12:03:39
kidnap;2;5;06-12-2022 19:06:14
kidney;1;5;05-11-2022 10:51:32
kingdom;1;5;04-12-2022 03:04:04
lad;1;5;16-12-2022 07:06:48
landlord;1;5;18-06-2022 07:28:00
landmark;1;5;10-04-2022 02:21:07
lap;1;5;11-09-2022 08:26:18
scale;3;5;07-01-2022 17:20:00
laser;1;5;12-09-2022 01:26:30
latter;3;5;09-09-2022 03:02:44
latter;1;5;25-04-2022 16:17:15
lawn;1;5;05-09-2022 22:58:11
lawsuit;1;5;22-10-2022 08:37:43
layout;1;5;13-01-2022 21:13:18
leak;2;5;15-11-2022 23:12:05
leak;1;5;13-01-2022 18:55:27
leap;2;5;22-01-2022 02:26:50
leap;1;5;28-11-2022 23:31:59
legacy;1;5;26-09-2022 12:58:10
legendary;3;5;24-05-2022 16:34:00
legislation;1;5;24-05-2022 10:18:06
legislative;3;5;05-04-2022 01:46:41
legislature;1;5;11-01-2022 01:36:02
legitimate;3;5;18-08-2022 09:46:46
lengthy;3;5;02-06-2022 12:33:14
lesbian;3;5;15-07-2022 08:31:44
lesser;3;5;24-09-2022 12:46:27
lethal;3;5;13-12-2022 06:27:51
liable;3;5;17-11-2022 14:54:06
liberal;3;5;06-08-2022 19:01:47
liberal;1;5;20-07-2022 09:42:35
liberation;1;5;17-03-2022 10:45:07
liberty;1;5;20-07-2022 05:19:35
license;2;5;25-06-2022 04:55:09
lifelong;3;5;26-06-2022 07:03:01
likelihood;1;5;22-03-2022 08:44:15
limb;1;5;29-07-2022 15:48:49
linear;3;5;07-09-2022 14:54:22
up;1;5;18-03-2022 11:04:19
linger;2;5;15-09-2022 19:04:45
listing;1;5;10-12-2022 09:14:11
literacy;1;5;24-05-2022 00:22:35
liver;1;5;13-09-2022 06:24:57
lobby;1;5;06-03-2022 22:06:24
lobby;2;5;03-12-2022 03:27:44
log;1;5;31-01-2022 21:35:04
log;2;5;05-06-2022 20:41:25
logic;1;5;16-10-2022 09:37:35
standing;3;5;16-11-2022 09:50:43
time;3;5;26-07-2022 11:53:39
loom;2;5;02-11-2022 12:08:34
loop;1;5;02-10-2022 23:04:57
loyalty;1;5;26-10-2022 14:51:57
machinery;1;5;19-03-2022 19:02:35
magical;3;5;28-08-2022 07:07:25
magistrate;1;5;13-02-2022 19:29:34
magnetic;3;5;22-02-2022 01:53:09
magnitude;1;5;27-04-2022 07:32:04
mainland;1;5;20-02-2022 06:34:12
mainstream;1;5;30-03-2022 11:04:26
mainstream;3;5;08-05-2022 21:09:42
maintenance;1;5;16-01-2022 21:39:31
mandate;1;5;06-03-2022 16:14:50
mandatory;3;5;12-08-2022 05:11:27
manifest;2;5;23-09-2022 11:41:37
manipulate;2;5;19-02-2022 23:46:22
manipulation;1;5;06-06-2022 14:04:59
manuscript;1;5;27-03-2022 11:42:02
march;1;5;18-08-2022 22:02:15
march;2;5;27-05-2022 03:13:18
marginal;3;5;08-09-2022 14:42:50
marine;3;5;24-04-2022 20:57:39
marketplace;1;5;17-03-2022 04:20:31
mask;1;5;18-10-2022 11:54:48
massacre;1;5;31-01-2022 06:01:35
mathematical;3;5;24-07-2022 22:15:28
mature;3;5;04-10-2022 09:33:17
mature;2;5;28-02-2022 17:25:46
maximize;2;5;15-12-2022 04:25:19
meaningful;3;5;01-07-2022 12:29:22
meantime;1;5;11-04-2022 02:53:03
medieval;3;5;24-11-2022 02:53:12
meditation;1;5;09-08-2022 13:50:18
melody;1;5;27-01-2022 06:17:34
memo;1;5;22-05-2022 04:01:40
memoir;1;5;25-01-2022 02:35:52
memorial;1;5;25-05-2022 11:58:07
mentor;1;5;02-07-2022 12:40:38
merchant;1;5;17-02-2022 11:35:53
mercy;1;5;23-08-2022 09:54:05
mere;3;5;28-03-2022 23:58:08
merely;4;5;28-07-2022 11:15:00
merge;2;5;28-03-2022 18:52:18
merger;1;5;16-04-2022 02:49:43
merit;1;5;30-05-2022 06:20:08
methodology;1;5;14-07-2022 12:38:08
midst;1;5;04-06-2022 12:49:02
migration;1;5;05-01-2022 15:45:35
militant;1;5;06-04-2022 09:53:44
militant;3;5;17-05-2022 14:13:30
militia;1;5;13-08-2022 03:25:25
mill;1;5;12-10-2022 02:24:31
minimal;3;5;28-05-2022 06:26:29
minimize;2;5;25-06-2022 15:19:08
mining;1;5;19-01-2022 07:23:34
ministry;1;5;26-03-2022 04:05:07
minute;3;5;24-12-2022 06:40:23
miracle;1;5;21-08-2022 20:52:11
misery;1;5;14-10-2022 15:06:29
misleading;3;5;03-10-2022 03:53:01
missile;1;5;04-06-2022 15:10:02
mob;1;5;26-02-2022 08:12:11
mobility;1;5;06-02-2022 12:01:09
mobilize;2;5;14-02-2022 04:07:20
moderate;3;5;25-03-2022 17:20:30
modification;1;5;27-03-2022 00:33:03
momentum;1;5;31-01-2022 13:18:18
monk;1;5;26-05-2022 06:46:04
monopoly;1;5;01-08-2022 16:23:15
morality;1;5;06-10-2022 08:27:54
motive;1;5;12-04-2022 14:11:49
motorist;1;5;22-05-2022 04:10:14
municipal;3;5;30-01-2022 13:22:27
mutual;3;5;17-07-2022 10:26:27
namely;4;5;20-02-2022 18:47:53
nationwide;3;5;24-03-2022 00:11:22
naval;3;5;21-12-2022 12:09:53
neglect;2;5;20-09-2022 00:00:53
neglect;1;5;26-05-2022 16:31:29
neighbouring;3;5;10-01-2022 04:51:54
nest;1;5;04-04-2022 22:11:05
net;3;5;09-06-2022 13:09:59
newsletter;1;5;03-05-2022 12:12:38
niche;1;5;26-12-2022 06:15:53
noble;3;5;03-06-2022 20:27:18
nod;2;5;03-07-2022 09:46:03
nominate;2;5;09-07-2022 09:14:06
nomination;1;5;13-11-2022 12:18:01
nominee;1;5;23-09-2022 04:16:43
nonetheless;4;5;23-07-2022 20:49:56
profit;3;5;07-05-2022 06:27:23
nonsense;1;5;06-10-2022 22:49:20
noon;1;5;26-07-2022 19:38:58
notable;3;5;15-08-2022 23:54:01
notably;4;5;06-04-2022 09:17:09
notify;2;5;02-05-2022 14:20:20
notorious;3;5;17-12-2022 04:14:10
novel;3;5;30-10-2022 17:53:32
nursery;1;5;11-10-2022 08:04:29
objection;1;5;11-03-2022 14:26:59
oblige;2;5;06-10-2022 11:47:46
obsess;2;5;16-08-2022 12:25:53
obsession;1;5;18-02-2022 16:47:08
occasional;3;5;12-04-2022 04:45:05
occurrence;1;5;15-01-2022 18:50:01
odds;1;5;07-06-2022 17:39:48
offering;1;5;27-04-2022 06:00:06
offspring;1;5;28-06-2022 16:42:58
operational;3;5;18-12-2022 11:30:43
opt;2;5;17-01-2022 11:59:13
optical;3;5;15-05-2022 14:00:54
optimism;1;5;05-07-2022 06:07:53
oral;3;5;06-04-2022 08:44:27
organizational;3;5;22-10-2022 01:01:08
orientation;1;5;07-08-2022 10:10:26
originate;2;5;30-08-2022 00:16:26
outbreak;1;5;04-04-2022 21:05:50
outing;1;5;14-03-2022 10:58:18
outlet;1;5;05-11-2022 07:15:52
outlook;1;5;08-11-2022 03:46:20
outrage;1;5;06-12-2022 09:34:39
outrage;2;5;02-09-2022 14:50:41
outsider;1;5;07-01-2022 11:19:41
overlook;2;5;01-04-2022 05:25:40
overly;4;5;07-06-2022 17:58:47
oversee;2;5;27-02-2022 20:53:10
overturn;2;5;02-06-2022 12:26:11
overwhelm;2;5;07-06-2022 06:52:49
overwhelming;3;5;04-02-2022 00:06:13
pad;1;5;02-07-2022 07:25:40
parameter;1;5;31-03-2022 13:40:10
parental;3;5;07-09-2022 03:38:41
parish;1;5;26-11-2022 03:19:40
parliamentary;3;5;18-07-2022 05:00:41
partial;3;5;24-07-2022 15:21:11
partially;4;5;19-11-2022 00:15:00
passing;1;5;31-01-2022 06:32:45
passive;3;5;11-01-2022 23:59:15
pastor;1;5;22-04-2022 21:34:37
patch;1;5;22-11-2022 03:01:43
patent;1;5;04-04-2022 23:45:27
pathway;1;5;16-12-2022 02:39:39
patrol;1;5;19-09-2022 04:29:02
patrol;2;5;14-06-2022 13:49:45
patron;1;5;27-01-2022 12:12:36
peak;1;5;18-02-2022 07:44:00
peasant;1;5;30-05-2022 12:35:33
peculiar;3;5;05-01-2022 14:47:21
persist;2;5;24-01-2022 19:22:16
persistent;3;5;11-07-2022 03:34:56
personnel;1;5;27-10-2022 12:13:09
petition;1;5;01-08-2022 11:45:43
philosopher;1;5;24-09-2022 03:19:25
philosophical;3;5;21-02-2022 07:55:47
physician;1;5;26-12-2022 14:49:49
pioneer;1;5;13-03-2022 12:57:30
pioneer;2;5;22-10-2022 00:28:03
pipeline;1;5;25-01-2022 21:05:14
pirate;1;5;02-06-2022 13:52:33
pit;1;5;05-08-2022 09:55:57
plea;1;5;05-04-2022 22:16:14
plead;2;5;09-02-2022 07:16:02
pledge;2;5;20-02-2022 04:08:02
pledge;1;5;28-06-2022 13:26:56
plug;2;5;24-05-2022 18:45:29
plug;1;5;05-08-2022 03:39:52
plunge;2;5;28-10-2022 03:39:56
pole;1;5;02-05-2022 16:11:39
poll;1;5;09-04-2022 05:23:59
pond;1;5;02-06-2022 16:47:54
pop;2;5;07-11-2022 16:05:54
portfolio;1;5;01-01-2022 21:23:39
portray;2;5;14-01-2022 21:59:18
postpone;2;5;13-06-2022 05:30:40
war;3;5;17-08-2022 10:13:08
practitioner;1;5;08-08-2022 11:57:03
preach;2;5;23-10-2022 02:51:32
precedent;1;5;10-01-2022 18:55:34
precision;1;5;27-07-2022 11:55:17
predator;1;5;11-07-2022 11:41:11
predecessor;1;5;18-09-2022 12:30:24
predominantly;4;5;25-01-2022 23:44:40
pregnancy;1;5;13-10-2022 15:02:01
prejudice;1;5;29-10-2022 19:19:47
preliminary;3;5;22-02-2022 22:35:45
premier;1;5;04-08-2022 17:12:14
premise;1;5;27-10-2022 09:35:34
premium;1;5;29-10-2022 03:11:01
prescribe;2;5;20-08-2022 16:34:25
prescription;1;5;16-01-2022 15:19:28
presently;4;5;10-10-2022 03:06:19
preservation;1;5;23-08-2022 03:23:02
preside;2;5;25-11-2022 07:20:07
presidency;1;5;28-03-2022 07:09:38
presidential;3;5;22-10-2022 01:35:49
prestigious;3;5;22-10-2022 09:06:50
presumably;4;5;04-08-2022 23:01:19
presume;2;5;22-11-2022 06:56:14
prevail;2;5;03-06-2022 09:11:15
prevalence;1;5;27-01-2022 09:07:49
prevention;1;5;15-07-2022 14:54:54
prey;1;5;29-03-2022 10:09:56
principal;1;5;20-02-2022 16:20:04
privatization;1;5;21-03-2022 05:53:25
privilege;1;5;12-04-2022 04:20:32
probe;1;5;31-01-2022 10:18:44
probe;2;5;29-04-2022 08:50:13
problematic;3;5;14-05-2022 00:38:31
proceedings;1;5;17-01-2022 22:29:01
proceeds;1;5;13-08-2022 23:34:09
processing;1;5;24-02-2022 13:30:44
processor;1;5;15-11-2022 10:07:12
proclaim;2;5;23-10-2022 05:47:21
productive;3;5;25-03-2022 16:41:39
productivity;1;5;23-11-2022 07:05:26
profitable;3;5;16-02-2022 17:27:55
profound;3;5;03-09-2022 00:58:11
projection;1;5;06-07-2022 18:38:17
prominent;3;5;04-06-2022 20:50:13
pronounced;3;5;11-06-2022 19:09:13
propaganda;1;5;09-12-2022 22:32:52
proposition;1;5;24-06-2022 05:28:35
prosecute;2;5;28-05-2022 01:05:26
prosecution;1;5;15-09-2022 13:14:00
prosecutor;1;5;05-06-2022 14:41:41
prospective;3;5;13-12-2022 16:03:26
prosperity;1;5;03-06-2022 01:19:17
protective;3;5;17-02-2022 14:19:40
protocol;1;5;05-07-2022 01:58:37
province;1;5;15-09-2022 05:13:45
provincial;3;5;21-06-2022 02:22:59
provision;1;5;02-03-2022 23:31:41
provoke;2;5;06-05-2022 18:07:32
psychiatric;3;5;12-01-2022 03:54:04
pulse;1;5;03-02-2022 06:10:25
pump;2;5;07-02-2022 16:34:03
pump;1;5;27-01-2022 14:12:25
punch;1;5;08-03-2022 13:29:17
punch;2;5;31-12-2022 13:17:28
query;1;5;27-11-2022 13:12:28
quest;1;5;02-11-2022 23:33:07
quota;1;5;11-09-2022 09:11:37
radar;1;5;17-01-2022 06:30:19
radical;3;5;09-08-2022 20:06:46
rage;1;5;06-07-2022 00:48:37
raid;1;5;26-03-2022 13:53:30
raid;2;5;30-09-2022 04:58:52
rally;1;5;24-05-2022 04:24:24
rally;2;5;20-02-2022 09:46:02
ranking;1;5;15-12-2022 23:47:24
rape;1;5;31-07-2022 19:30:56
rape;2;5;11-05-2022 05:57:42
ratio;1;5;24-06-2022 10:58:55
rational;3;5;25-03-2022 16:16:00
ray;1;5;17-07-2022 11:26:30
readily;4;5;20-12-2022 01:32:01
realization;1;5;08-05-2022 22:04:19
realm;1;5;12-08-2022 10:35:08
rear;3;5;16-05-2022 23:37:26
rear;1;5;10-12-2022 12:09:47
reasoning;1;5;14-02-2022 13:17:08
reassure;2;5;15-12-2022 13:23:31
rebel;1;5;02-02-2022 16:09:44
rebellion;1;5;17-09-2022 18:07:05
recipient;1;5;30-11-2022 05:16:58
reconstruction;1;5;14-02-2022 21:15:27
recount;2;5;23-05-2022 12:30:42
referendum;1;5;24-12-2022 15:47:11
reflection;1;5;28-10-2022 11:41:26
reform;1;5;05-05-2022 16:38:49
reform;2;5;05-12-2022 02:42:29
refuge;1;5;25-02-2022 11:29:17
refusal;1;5;31-01-2022 18:36:17
regain;2;5;17-11-2022 20:29:02
regardless;4;5;16-10-2022 13:30:09
regime;1;5;09-01-2022 06:43:25
regulator;1;5;09-11-2022 12:45:44
regulatory;3;5;17-01-2022 20:26:27
rehabilitation;1;5;07-10-2022 13:38:31
reign;1;5;07-11-2022 01:52:25
reign;2;5;11-05-2022 20:19:37
rejection;1;5;09-09-2022 13:03:08
relevance;1;5;25-11-2022 21:26:05
reliability;1;5;03-01-2022 13:53:41
reluctant;3;5;23-11-2022 01:43:16
remainder;1;5;20-07-2022 08:53:00
remains;1;5;12-06-2022 15:19:40
remedy;1;5;18-01-2022 21:06:37
reminder;1;5;31-05-2022 06:25:21
removal;1;5;07-08-2022 17:14:00
render;2;5;17-01-2022 04:56:24
renew;2;5;03-08-2022 04:40:31
renowned;3;5;18-04-2022 03:37:08
rental;1;5;14-11-2022 19:09:14
replacement;1;5;23-08-2022 00:11:09
reportedly;4;5;19-07-2022 03:01:44
representation;1;5;02-05-2022 08:53:16
reproduce;2;5;24-04-2022 21:16:07
reproduction;1;5;20-11-2022 10:20:01
republic;1;5;18-02-2022 06:24:51
resemble;2;5;02-01-2022 05:35:09
reside;2;5;05-04-2022 00:48:40
residence;1;5;05-04-2022 16:33:06
residential;3;5;25-11-2022 06:51:40
residue;1;5;18-10-2022 22:48:55
resignation;1;5;01-05-2022 17:09:04
resistance;1;5;24-02-2022 16:13:05
respective;3;5;05-01-2022 17:58:03
respectively;4;5;21-10-2022 00:57:09
restoration;1;5;06-01-2022 07:21:14
restraint;1;5;30-09-2022 06:17:48
resume;2;5;21-03-2022 12:19:01
retreat;1;5;02-10-2022 00:40:07
retreat;2;5;20-08-2022 17:43:42
retrieve;2;5;06-02-2022 23:05:11
revelation;1;5;18-05-2022 22:27:00
revenge;1;5;30-05-2022 20:52:48
reverse;2;5;24-06-2022 03:31:11
reverse;1;5;19-04-2022 09:16:40
reverse;3;5;26-04-2022 14:24:44
revival;1;5;22-12-2022 17:38:17
revive;2;5;27-06-2022 10:00:25
revolutionary;3;5;13-09-2022 17:19:40
rhetoric;1;5;15-04-2022 20:26:53
rifle;1;5;23-04-2022 16:39:08
riot;1;5;17-03-2022 09:31:11
rip;2;5;29-06-2022 14:25:33
ritual;1;5;01-04-2022 03:32:33
robust;3;5;02-11-2022 02:30:49
rock;2;5;23-06-2022 13:43:14
rod;1;5;05-10-2022 01:46:12
rotate;2;5;24-12-2022 15:01:47
rotation;1;5;07-09-2022 20:42:06
ruling;1;5;11-01-2022 22:19:28
rumour;1;5;02-07-2022 10:23:26
sack;2;5;11-12-2022 18:13:07
sacred;3;5;06-09-2022 22:25:31
sacrifice;1;5;06-11-2022 10:34:21
sacrifice;2;5;16-08-2022 22:22:45
saint;1;5;24-05-2022 20:00:52
sake;1;5;13-11-2022 02:18:52
sanction;1;5;15-04-2022 05:05:45
say;1;5;11-06-2022 20:04:49
scattered;3;5;30-09-2022 02:16:17
sceptical;3;5;17-08-2022 09:58:18
scope;1;5;15-11-2022 01:08:31
screw;2;5;06-05-2022 19:34:50
screw;1;5;09-11-2022 11:57:47
scrutiny;1;5;17-04-2022 14:31:17
seal;2;5;17-12-2022 18:00:51
seal;1;5;12-12-2022 13:42:50
secular;3;5;04-06-2022 13:38:42
seemingly;4;5;02-09-2022 02:16:13
segment;1;5;02-07-2022 11:05:18
seize;2;5;07-08-2022 22:17:12
seldom;4;5;30-04-2022 23:17:38
selective;3;5;05-01-2022 13:19:13
senator;1;5;01-09-2022 16:10:38
sensation;1;5;04-11-2022 16:30:23
sensitivity;1;5;03-02-2022 08:08:54
sentiment;1;5;30-09-2022 14:44:14
separation;1;5;02-03-2022 06:08:36
serial;3;5;01-05-2022 19:51:23
settlement;1;5;27-05-2022 03:52:50
up;1;5;15-01-2022 14:46:00
sexuality;1;5;17-02-2022 15:22:13
shareholder;1;5;17-07-2022 12:41:38
shatter;2;5;15-11-2022 22:13:20
shed;2;5;10-11-2022 20:27:29
sheer;3;5;07-02-2022 15:59:41
shipping;1;5;30-09-2022 20:17:00
shoot;1;5;24-03-2022 04:53:13
shrink;2;5;19-12-2022 05:54:04
shrug;2;5;20-09-2022 18:56:02
sigh;2;5;20-11-2022 09:43:19
sigh;1;5;20-08-2022 16:39:40
simulate;2;5;27-07-2022 20:14:45
simulation;1;5;30-09-2022 15:22:35
simultaneously;4;5;06-06-2022 00:19:07
sin;1;5;06-12-2022 15:38:05
situated;3;5;20-12-2022 19:32:24
sketch;1;5;04-03-2022 03:03:01
skip;2;5;09-05-2022 01:38:15
slam;2;5;19-06-2022 14:43:36
slap;2;5;02-04-2022 21:24:27
slash;2;5;11-12-2022 01:26:02
slavery;1;5;21-03-2022 20:52:59
slot;1;5;04-04-2022 20:28:03
smash;2;5;08-10-2022 16:08:57
snap;2;5;30-06-2022 04:59:48
soak;2;5;04-11-2022 17:58:07
soar;2;5;27-02-2022 11:25:43
socialist;3;5;30-09-2022 02:57:48
sole;3;5;10-05-2022 10:03:36
solely;4;5;09-10-2022 06:43:18
solicitor;1;5;04-10-2022 10:20:09
solidarity;1;5;06-10-2022 22:08:00
solo;3;5;16-05-2022 11:33:47
solo;1;5;30-10-2022 21:34:44
sound;3;5;06-08-2022 04:18:26
sovereignty;1;5;08-07-2022 17:38:34
spam;1;5;14-05-2022 05:03:42
span;2;5;14-11-2022 14:21:32
span;1;5;05-09-2022 05:57:07
spare;2;5;17-05-2022 03:56:30
spark;2;5;13-01-2022 14:40:59
specialized;3;5;12-07-2022 23:50:27
specification;1;5;15-10-2022 06:48:21
specimen;1;5;09-05-2022 16:49:25
spectacle;1;5;27-12-2022 15:17:51
spectrum;1;5;13-02-2022 02:18:09
spell;1;5;05-01-2022 15:36:53
sphere;1;5;29-04-2022 01:46:33
spin;2;5;15-06-2022 22:11:02
spin;1;5;13-05-2022 03:26:58
spine;1;5;06-04-2022 22:11:17
spotlight;1;5;07-09-2022 02:03:03
spouse;1;5;08-07-2022 20:23:24
spy;1;5;14-06-2022 19:32:57
spy;2;5;05-10-2022 23:56:45
squad;1;5;06-11-2022 03:08:26
squeeze;2;5;17-12-2022 10:25:27
stab;2;5;24-06-2022 04:39:07
stability;1;5;21-09-2022 02:31:41
stabilize;2;5;14-08-2022 16:44:03
stake;1;5;02-01-2022 07:36:06
standing;3;5;22-03-2022 06:54:57
stark;3;5;24-02-2022 07:58:06
statistical;3;5;13-10-2022 15:41:31
steer;2;5;03-03-2022 00:15:49
stem;1;5;02-08-2022 17:42:34
stem;2;5;29-03-2022 02:42:33
stereotype;1;5;03-06-2022 23:52:57
stimulus;1;5;06-03-2022 05:53:42
stir;2;5;22-07-2022 20:12:50
storage;1;5;25-10-2022 17:51:22
straightforward;3;5;01-07-2022 18:55:22
strain;1;5;19-12-2022 16:27:50
strand;1;5;12-11-2022 01:51:18
strategic;3;5;11-01-2022 04:24:46
strip (long narrow piece);1;5;08-01-2022 18:50:52
strip (remove clothes/a layer);2;5;28-07-2022 08:01:22
strive;2;5;19-10-2022 13:25:04
structural;3;5;12-11-2022 06:56:56
stumble;2;5;26-01-2022 18:36:28
stun;2;5;19-08-2022 16:17:06
submission;1;5;23-05-2022 20:40:50
subscriber;1;5;17-04-2022 19:14:10
subscription;1;5;14-11-2022 11:30:46
subsidy;1;5;13-12-2022 23:59:42
substantial;3;5;15-11-2022 18:39:53
substantially;4;5;01-05-2022 07:34:06
substitute;1;5;11-01-2022 12:10:18
substitute;2;5;01-10-2022 18:16:36
substitution;1;5;17-10-2022 21:09:11
subtle;3;5;20-11-2022 06:29:21
suburban;3;5;08-03-2022 12:19:59
succession;1;5;20-01-2022 12:28:22
successive;3;5;02-09-2022 16:32:16
successor;1;5;28-10-2022 15:13:10
suck;2;5;29-06-2022 13:31:52
sue;2;5;15-03-2022 20:32:00
suicide;1;5;21-05-2022 10:28:26
suite;1;5;10-03-2022 02:51:07
summit;1;5;13-10-2022 02:24:49
superb;3;5;02-03-2022 18:25:54
superior;3;5;30-04-2022 05:40:24
supervise;2;5;06-11-2022 23:18:58
supervision;1;5;18-12-2022 19:31:48
supervisor;1;5;15-10-2022 01:38:37
supplement;1;5;22-01-2022 20:10:35
supplement;2;5;03-04-2022 17:26:07
supportive;3;5;05-11-2022 01:43:16
supposedly;4;5;11-09-2022 02:44:52
suppress;2;5;14-03-2022 10:28:12
supreme;3;5;11-03-2022 05:58:26
surge;1;5;05-12-2022 06:15:45
surge;2;5;03-12-2022 07:58:40
surgical;3;5;20-06-2022 06:31:33
surplus;1;5;13-08-2022 15:06:04
surrender;2;5;12-06-2022 16:05:30
surveillance;1;5;23-07-2022 20:01:24
suspension;1;5;23-08-2022 01:16:19
suspicion;1;5;19-08-2022 14:41:02
suspicious;3;5;29-11-2022 11:36:48
sustain;2;5;04-06-2022 08:28:08
swing;2;5;02-04-2022 13:50:26
swing;1;5;27-12-2022 09:10:55
sword;1;5;09-02-2022 23:35:11
symbolic;3;5;12-08-2022 20:57:00
syndrome;1;5;23-10-2022 21:32:24
synthesis;1;5;20-05-2022 19:57:09
systematic;3;5;10-09-2022 07:06:48
tackle;1;5;11-05-2022 14:29:39
tactic;1;5;17-07-2022 17:49:39
tactical;3;5;25-10-2022 02:32:18
taxpayer;1;5;25-06-2022 23:21:18
tempt;2;5;20-08-2022 02:04:26
tenant;1;5;11-07-2022 00:12:08
tender;3;5;28-09-2022 13:54:02
tenure;1;5;18-07-2022 13:02:31
terminal;3;5;06-12-2022 02:30:04
terminate;2;5;20-01-2022 20:18:05
terrain;1;5;04-09-2022 22:44:53
terrific;3;5;27-02-2022 15:57:25
testify;2;5;13-08-2022 01:11:59
testimony;1;5;24-06-2022 05:48:51
texture;1;5;26-04-2022 12:00:20
thankfully;4;5;11-09-2022 02:30:42
theatrical;3;5;31-10-2022 21:11:11
theology;1;5;04-11-2022 18:23:16
theoretical;3;5;20-08-2022 14:48:44
thereafter;4;5;04-04-2022 19:53:52
thereby;4;5;22-08-2022 14:13:27
thoughtful;3;5;28-06-2022 21:51:01
provoking;3;5;15-03-2022 13:13:19
thread;1;5;12-01-2022 03:30:40
threshold;1;5;26-07-2022 23:38:46
thrilled;3;5;06-05-2022 12:55:16
thrive;2;5;24-07-2022 08:50:19
tide;1;5;26-12-2022 21:05:32
tighten;2;5;19-09-2022 19:55:49
timber;1;5;26-12-2022 08:06:18
timely;3;5;23-03-2022 19:59:45
tobacco;1;5;18-11-2022 18:55:37
tolerance;1;5;24-03-2022 12:36:40
tolerate;2;5;17-03-2022 13:25:30
toll;1;5;28-01-2022 09:50:20
top;2;5;06-11-2022 02:07:18
torture;1;5;30-12-2022 17:24:09
torture;2;5;27-12-2022 22:19:53
toss;2;5;15-09-2022 03:41:08
total;2;5;16-09-2022 11:41:17
toxic;3;5;17-02-2022 08:51:58
trace;1;5;11-11-2022 21:11:21
trademark;1;5;19-07-2022 14:06:20
trail;1;5;15-08-2022 04:11:01
trail;2;5;20-03-2022 19:16:00
trailer;1;5;08-08-2022 19:19:59
transaction;1;5;18-10-2022 16:34:34
transcript;1;5;17-01-2022 08:58:57
transformation;1;5;30-10-2022 07:56:32
transit;1;5;18-02-2022 16:22:18
transmission;1;5;07-05-2022 10:35:34
transparency;1;5;22-03-2022 09:15:09
transparent;3;5;02-01-2022 21:42:30
trauma;1;5;11-03-2022 23:41:21
treaty;1;5;17-01-2022 20:20:31
tremendous;3;5;22-11-2022 21:17:20
tribal;3;5;01-06-2022 16:02:32
tribunal;1;5;16-02-2022 21:20:03
tribute;1;5;26-04-2022 00:16:01
trigger;1;5;12-06-2022 14:13:03
trio;1;5;27-06-2022 12:34:45
triumph;1;5;03-11-2022 21:16:26
trophy;1;5;19-03-2022 05:29:26
troubled;3;5;31-12-2022 10:37:52
trustee;1;5;09-03-2022 14:27:02
tuition;1;5;04-03-2022 15:31:29
turnout;1;5;02-02-2022 13:07:01
turnover;1;5;10-08-2022 01:24:54
twist;2;5;18-06-2022 20:36:22
twist;1;5;25-12-2022 21:51:14
undergraduate;1;5;18-06-2022 06:41:55
underlying;3;5;23-07-2022 14:57:59
undermine;2;5;30-01-2022 13:05:50
undoubtedly;4;5;21-01-2022 20:11:43
unify;2;5;11-01-2022 16:53:53
unprecedented;3;5;26-05-2022 22:52:22
unveil;2;5;04-04-2022 23:50:24
upcoming;3;5;25-10-2022 19:01:45
upgrade;2;5;31-12-2022 23:44:29
upgrade;1;5;23-02-2022 22:42:11
uphold;2;5;10-10-2022 12:53:17
utility;1;5;19-07-2022 23:26:48
utilize;2;5;28-08-2022 12:37:39
utterly;4;5;18-04-2022 15:42:24
vacuum;1;5;17-09-2022 16:54:58
vague;3;5;15-08-2022 16:07:38
validity;1;5;14-09-2022 13:04:28
vanish;2;5;07-04-2022 21:19:22
variable;1;5;19-04-2022 19:27:29
variable;3;5;30-11-2022 09:39:01
varied;3;5;01-11-2022 15:58:40
vein;1;5;19-02-2022 02:15:31
venture;1;5;30-07-2022 19:45:11
venture;2;5;21-07-2022 23:56:40
verbal;3;5;25-08-2022 12:46:41
verdict;1;5;08-04-2022 21:30:28
verify;2;5;14-10-2022 01:33:13
verse;1;5;04-05-2022 19:42:37
versus;5;5;14-12-2022 22:36:08
vessel;1;5;29-07-2022 00:03:45
veteran;1;5;04-01-2022 13:19:02
vibrant;3;5;07-03-2022 16:11:40
